time,1,2,3
71,71.66666666666667,76.66666666666667,80.66666666666667
72,71.66666666666667,75.66666666666667,80.66666666666667
73,71.66666666666667,75.66666666666667,80.66666666666667
74,70.66666666666667,76.66666666666667,81.66666666666667
75,71.66666666666667,76.66666666666667,80.66666666666667
76,71.66666666666667,77.66666666666667,80.66666666666667
77,71.66666666666667,76.66666666666667,81.66666666666667
78,71.66666666666667,76.66666666666667,81.66666666666667
79,71.66666666666667,77.66666666666667,81.66666666666667
80,71.66666666666667,78.66666666666667,81.66666666666667
81,71.66666666666667,75.66666666666667,81.66666666666667
82,72.66666666666667,77.66666666666667,81.66666666666667
83,71.66666666666667,76.66666666666667,81.66666666666667
84,72.66666666666667,77.66666666666667,81.66666666666667
85,72.66666666666667,77.66666666666667,80.66666666666667
86,72.66666666666667,77.66666666666667,81.66666666666667
87,73.66666666666667,77.66666666666667,80.66666666666667
88,72.66666666666667,78.66666666666667,81.66666666666667
89,73.66666666666667,77.66666666666667,81.66666666666667
90,72.66666666666667,76.66666666666667,81.66666666666667
91,72.66666666666667,78.66666666666667,81.66666666666667
92,73.66666666666667,78.66666666666667,81.66666666666667
93,73.66666666666667,78.66666666666667,82.66666666666667
94,72.66666666666667,78.66666666666667,82.66666666666667
95,73.66666666666667,78.66666666666667,82.66666666666667
96,72.66666666666667,78.66666666666667,81.66666666666667
97,72.66666666666667,78.66666666666667,81.66666666666667
98,72.66666666666667,78.66666666666667,81.66666666666667
99,73.66666666666667,78.66666666666667,82.66666666666667
100,73.66666666666667,78.66666666666667,82.66666666666667
101,73.66666666666667,78.66666666666667,82.66666666666667
102,72.66666666666667,78.66666666666667,82.66666666666667
103,73.66666666666667,78.66666666666667,82.66666666666667
104,73.66666666666667,79.66666666666667,81.66666666666667
105,72.66666666666667,78.66666666666667,82.66666666666667
106,74.66666666666667,79.66666666666667,82.66666666666667
107,73.66666666666667,79.66666666666667,82.66666666666667
108,73.66666666666667,79.66666666666667,83.66666666666667
109,73.66666666666667,79.66666666666667,82.66666666666667
110,74.66666666666667,79.66666666666667,82.66666666666667
111,73.66666666666667,80.66666666666667,83.66666666666667
112,73.66666666666667,79.66666666666667,82.66666666666667
113,74.66666666666667,79.66666666666667,83.66666666666667
114,74.66666666666667,79.66666666666667,83.66666666666667
115,74.66666666666667,80.66666666666667,82.66666666666667
116,74.66666666666667,79.66666666666667,83.66666666666667
117,74.66666666666667,80.66666666666667,83.66666666666667
118,74.66666666666667,80.66666666666667,83.66666666666667
119,74.66666666666667,80.66666666666667,83.66666666666667
120,74.66666666666667,79.66666666666667,83.66666666666667
121,74.66666666666667,80.66666666666667,83.66666666666667
122,75.66666666666667,80.66666666666667,83.66666666666667
123,74.66666666666667,80.66666666666667,84.66666666666667
124,74.66666666666667,80.66666666666667,83.66666666666667
125,75.66666666666667,80.66666666666667,83.66666666666667
126,74.66666666666667,80.66666666666667,83.66666666666667
127,73.66666666666667,80.66666666666667,83.66666666666667
128,75.66666666666667,80.66666666666667,84.66666666666667
129,75.66666666666667,80.66666666666667,83.66666666666667
130,74.66666666666667,81.66666666666667,84.66666666666667
131,75.66666666666667,81.66666666666667,84.66666666666667
132,75.66666666666667,81.66666666666667,85.66666666666667
133,76.66666666666667,80.66666666666667,83.66666666666667
134,75.66666666666667,81.66666666666667,84.66666666666667
135,75.66666666666667,80.66666666666667,84.66666666666667
136,75.66666666666667,80.66666666666667,83.66666666666667
137,75.66666666666667,81.66666666666667,85.66666666666667
138,75.66666666666667,82.66666666666667,85.66666666666667
139,76.66666666666667,82.66666666666667,85.66666666666667
140,75.66666666666667,82.66666666666667,84.66666666666667
141,75.66666666666667,82.66666666666667,84.66666666666667
142,76.66666666666667,82.66666666666667,84.66666666666667
143,76.66666666666667,81.66666666666667,84.66666666666667
144,76.66666666666667,81.66666666666667,85.66666666666667
145,76.66666666666667,82.66666666666667,85.66666666666667
146,76.66666666666667,82.66666666666667,85.66666666666667
147,76.66666666666667,81.66666666666667,85.66666666666667
148,76.66666666666667,81.66666666666667,86.66666666666667
149,77.66666666666667,81.66666666666667,85.66666666666667
150,76.66666666666667,82.66666666666667,84.66666666666667
151,75.66666666666667,82.66666666666667,85.66666666666667
152,77.66666666666667,82.66666666666667,84.66666666666667
153,78.66666666666667,81.66666666666667,85.66666666666667
154,76.66666666666667,81.66666666666667,85.66666666666667
155,77.66666666666667,81.66666666666667,85.66666666666667
156,76.66666666666667,82.66666666666667,85.66666666666667
157,77.66666666666667,81.66666666666667,86.66666666666667
158,76.66666666666667,82.66666666666667,86.66666666666667
159,77.66666666666667,82.66666666666667,86.66666666666667
160,77.66666666666667,82.66666666666667,86.66666666666667
161,78.66666666666667,83.66666666666667,86.66666666666667
162,78.66666666666667,82.66666666666667,86.66666666666667
163,78.66666666666667,83.66666666666667,86.66666666666667
164,78.66666666666667,82.66666666666667,86.66666666666667
165,78.66666666666667,82.66666666666667,86.66666666666667
166,77.66666666666667,83.66666666666667,86.66666666666667
167,78.66666666666667,83.66666666666667,86.66666666666667
168,78.66666666666667,83.66666666666667,86.66666666666667
169,77.66666666666667,83.66666666666667,86.66666666666667
170,78.66666666666667,83.66666666666667,86.66666666666667
171,78.66666666666667,83.66666666666667,87.66666666666667
172,78.66666666666667,84.66666666666667,86.66666666666667
173,78.66666666666667,83.66666666666667,86.66666666666667
174,78.66666666666667,83.66666666666667,86.66666666666667
175,78.66666666666667,83.66666666666667,86.66666666666667
176,78.66666666666667,83.66666666666667,86.66666666666667
177,79.66666666666667,83.66666666666667,87.66666666666667
178,78.66666666666667,84.66666666666667,87.66666666666667
179,79.66666666666667,83.66666666666667,87.66666666666667
180,79.66666666666667,84.66666666666667,87.66666666666667
